user_id,b0,b1
1652910892507_s7rvi,8.7591282340758,0.00075848931241951
1652910937570_36he4,9.27572281374047,-0.000804661698076699
1652911186405_dlpvo,6.86083866625576,-0.00969340981408777
1652911329308_zoysq,8.97744270597838,-0.0102129615262723
1652911700844_nwdn5,8.49066731971555,-0.0236197632307198
1652911734820_v3t3k,8.28751754588879,-0.0111083739180201
1652912696029_jqedq,7.29097992294205,-0.0110165448604201
1652915852387_dmgxa,8.91901565271962,-0.0119524949513016
1652917134182_wm0ng,8.9872748972383,-0.00381506358400893
1653058698136_777ag,6.15801066738312,-0.0177704360148044
1653058701844_6mf6f,9.34067785779046,-0.0256524746352538
1653058956851_6lcq3,8.46853947189245,-0.00592536576950374
1653059027181_uw94w,8.26617195630145,-0.0486036793961829
1653059491671_hatr8,6.61289429789532,-0.0362167865199969
1653059530997_hamc6,7.02698009808253,-0.0760951549962406
1653059645734_eyjpb,8.89368147332969,-0.0078358644459042
1653059764677_g457o,8.71768260230017,-0.0204821546311962
1653059838532_l7ugh,5.99893729822532,-0.0138049910216058
1653059981552_epp54,8.59260392265036,-0.0616517758578574
1653060498976_sca23,8.24680708670729,-0.00919485986971186
1653060704864_ljej1,8.65020781666857,-0.00592155785487883
1653060869132_1ud4e,6.11935474277662,-0.0059540526784463
1653061260894_c77bd,7.09156086105195,-0.0158559009105184
1653061860720_nh4cp,7.59378351101698,-0.00795977690736333
1653062029852_8jzvt,6.91361497201358,-0.00100991095192349
1653062660536_840w8,6.44924338755485,-0.0100975578310804
1653063862236_i7wek,9.36843601520603,-0.00597967054383959
1653064729086_gjz5e,8.91338675051582,-0.00578990797831058
1653064863783_6mkhv,6.79082830368865,-0.0150166503579994
1653065211515_1ibfd,9.12148558697189,-0.0208769090275696
1653065562281_arrob,8.73972542905808,-0.00556020394491285
1653065774561_a8qpf,7.69013498902554,-0.00607565910047037
1653066058315_pw4nx,8.76661849331123,-0.0111911639912366
1653066121758_v22gk,8.78366227099758,0.00234378028952013
1653066170339_8jixo,7.90513365458393,-0.00202002520628353
1653066329389_sw6e2,7.25715510550715,-0.0526442894829568
1653066404661_tq0ad,7.60581540978234,-0.0360307126630353
1653066508437_2xsph,7.24410212744023,0.000679906124701134
1653066821455_0javt,8.70582883619675,-0.0153019808245238
1653067655731_3b0m8,9.0439679733757,-0.000229422393489136
1653067657131_r2qxd,9.33652368298937,-0.00369180856307352
1653067932921_4hdhh,9.32541946266731,-0.0225730866446655
1653068293962_2g6se,8.13115944288093,-0.0194885937621762
1653068301192_1uk6e,8.48377531272526,-0.0186744019457242
1653068809449_txq47,9.51732073659366,-0.00333271702278016
1653069110966_23amy,6.32177879745267,-0.0588869448801408
1653069237602_0jope,8.34491508069745,-0.0080536011013663
1653069372123_vm3jv,7.34520543055003,-0.00191279013321341
1653069457136_cubx8,8.52697450794569,-0.00448912251131878
1653070916244_2rb0r,8.43173024946092,-0.0100781389039544
1653072266769_9om6z,7.47426319692744,-0.00461578985624699
1653072683530_krh92,7.00145649288755,0.00326035094293104
1653074691197_8r0jg,6.80797004594977,-0.00958861486604641
1653075311256_2pp88,8.56077126065275,0.00266437783967983
1653075856902_bqyv1,9.45463518660488,-0.00298777107851721
1653076225370_6cy56,8.25484382092836,-0.011201835994217
1653076764370_3tvqx,5.08220056693834,0.00910275893090279
1653076776315_v4iw1,7.5830275821892,-0.00797137592981283
1653076799193_vjcuf,8.4744110074678,-0.0133747133506689
1653076802584_2cfyi,6.63159526349143,-0.0153552141792627
1653077268605_edwa3,5.75321569019114,-0.0153238475001541
1653077326379_7s16l,8.57313118858994,-0.00643074295429722
1653078851089_6h67n,8.12745718785236,-0.0203148950979275
1653080563912_v8y9k,7.97635854993302,-0.00895473065603562
1653081984016_3yp24,8.62237826154331,-0.00637504727955337
1653083748468_9sga5,8.98936304586696,-0.00225081044148031
1653084118574_jm0xo,9.2509444115704,-0.00255434102231651
1653085158931_r29xn,8.26329562120457,-0.00524480634097765
1653085522317_dzpip,9.7749979747887,-0.0723690709908035
1653086623758_k9h23,7.99956250090479,-0.0192647248320543
1653088029396_bc8a9,9.07026009935336,-0.00514646080306766
1653088409557_q3a98,9.04031299717693,-0.00978548359886892
1653089299845_h43rx,8.19006573362629,-0.00292946550198514
1653089326079_rm7d0,9.22682501029294,-0.00568220513004029
1653090986481_o65yk,9.55058178667271,-0.00337852938752166
1653092419006_xqmh4,8.48053231272141,-0.00650338150521488
1653093115542_d1q0u,9.50114746003017,-0.0105090278278632
1653093149690_wztye,9.06930504544158,-0.00725547189636395
1653093902822_loowg,8.59440765742261,-0.00108363205577314
1653094206347_cqy48,9.11211326966132,-0.00189081703734492
1653095033369_81qb1,7.2173011403238,-0.0166941134566187
1653095317594_78pzt,7.40443016781362,-0.00667165502269785
1653096395721_0fbt4,8.17281380058831,-0.0353260708194251
