user_id,condition,topic,climate_perc,concern,desired_frequency,exposure_frequency,hope,human_activity,importance,newsworthiness,problem,rating_combined
1653070566316_9xx1j,-0.5,election,70,,1,4,,,3,4,,3.5
1653070566316_9xx1j,-0.5,johnny,70,,2,7,,,3,6,,4.5
1653070787241_2vnub,0.5,climate,85,1,1,7,1,1,1,1,1,1
1653070787241_2vnub,0.5,election,85,,3,6,,,5,5,,5
1653070787241_2vnub,0.5,johnny,85,,1,7,,,1,1,,1
1653070916244_2rb0r,0.5,climate,60,4,2,5,2,5,5,5,5,5
1653070916244_2rb0r,0.5,election,60,,2,4,,,4,4,,4
1653070916244_2rb0r,0.5,johnny,60,,1,6,,,3,4,,3.5
1653070928451_7zr2g,-0.5,climate,7,6,3,2,2,6,6,6,6,6
1653070928451_7zr2g,-0.5,election,7,,2,5,,,5,6,,5.5
1653070928451_7zr2g,-0.5,johnny,7,,2,6,,,4,4,,4
1653071151786_54c65,-0.5,climate,12,6,3,5,3,6,6,6,6,6
1653071151786_54c65,-0.5,election,12,,2,1,,,4,4,,4
1653071151786_54c65,-0.5,johnny,12,,3,7,,,5,5,,5
1653072266769_9om6z,0.5,climate,56,5,3,4,3,6,6,6,6,6
1653072266769_9om6z,0.5,election,56,,2,5,,,5,4,,4.5
1653072266769_9om6z,0.5,johnny,56,,1,7,,,1,3,,2
1653072289849_71f71,-0.5,climate,13,2,1,5,3,1,2,3,2,2.5
1653072289849_71f71,-0.5,election,13,,2,4,,,6,6,,6
1653072289849_71f71,-0.5,johnny,13,,1,6,,,1,1,,1
1653072638039_j7fcx,-0.5,climate,15,6,3,3,5,6,6,6,6,6
1653072638039_j7fcx,-0.5,election,15,,2,7,,,6,6,,6
1653072638039_j7fcx,-0.5,johnny,15,,3,7,,,6,6,,6
1653072662068_h6j67,-0.5,climate,38,2,1,6,5,3,2,2,3,2
1653072662068_h6j67,-0.5,election,38,,3,5,,,6,6,,6
1653072662068_h6j67,-0.5,johnny,38,,1,7,,,2,2,,2
1653072683530_krh92,0.5,climate,50,1,1,5,1,3,3,3,1,3
1653072683530_krh92,0.5,election,50,,2,5,,,5,4,,4.5
1653072683530_krh92,0.5,johnny,50,,1,7,,,4,4,,4
1653072803706_1tsod,-0.5,climate,70,3,1,5,3,5,4,4,4,4
1653072803706_1tsod,-0.5,election,70,,2,7,,,6,6,,6
1653072803706_1tsod,-0.5,johnny,70,,2,5,,,3,3,,3
1653072854353_nrgyz,-0.5,climate,15,4,1,5,1,2,3,3,5,3
1653072854353_nrgyz,-0.5,election,15,,1,5,,,4,4,,4
1653072854353_nrgyz,-0.5,johnny,15,,1,6,,,1,1,,1
1653073046076_fb0a3,-0.5,climate,29,2,1,6,4,4,4,4,3,4
1653073046076_fb0a3,-0.5,election,29,,1,6,,,5,5,,5
1653073046076_fb0a3,-0.5,johnny,29,,1,7,,,4,3,,3.5
1653073240184_hflxc,-0.5,climate,10,5,2,5,2,3,5,5,4,5
1653073240184_hflxc,-0.5,election,10,,2,6,,,4,4,,4
1653073240184_hflxc,-0.5,johnny,10,,1,7,,,2,4,,3
1653074253509_dyup2,-0.5,climate,16,6,3,4,2,6,6,5,6,5.5
1653074253509_dyup2,-0.5,election,16,,2,5,,,5,5,,5
1653074253509_dyup2,-0.5,johnny,16,,1,6,,,2,4,,3
1653074298795_tq18y,-0.5,climate,38,4,2,5,2,4,4,5,4,4.5
1653074298795_tq18y,-0.5,election,38,,2,5,,,3,4,,3.5
1653074298795_tq18y,-0.5,johnny,38,,1,6,,,3,3,,3
1653074642010_onmyb,-0.5,climate,30,6,3,7,5,6,6,6,6,6
1653074642010_onmyb,-0.5,election,30,,2,6,,,6,6,,6
1653074642010_onmyb,-0.5,johnny,30,,1,5,,,3,3,,3
1653074691197_8r0jg,0.5,climate,70,3,3,2,3,5,5,4,5,4.5
1653074691197_8r0jg,0.5,election,70,,1,5,,,5,5,,5
1653074691197_8r0jg,0.5,johnny,70,,2,6,,,3,5,,4
1653075311256_2pp88,0.5,climate,70,6,3,5,3,6,6,6,6,6
1653075311256_2pp88,0.5,election,70,,2,5,,,5,5,,5
1653075311256_2pp88,0.5,johnny,70,,2,6,,,6,6,,6
1653075414270_mjsxj,-0.5,climate,39,3,3,1,2,5,4,4,5,4
1653075414270_mjsxj,-0.5,election,39,,2,2,,,4,4,,4
1653075414270_mjsxj,-0.5,johnny,39,,1,7,,,1,1,,1
1653075567849_iysnd,-0.5,climate,0,3,1,3,2,4,3,3,4,3
1653075567849_iysnd,-0.5,election,0,,3,3,,,5,5,,5
1653075567849_iysnd,-0.5,johnny,0,,1,4,,,3,3,,3
1653075856902_bqyv1,0.5,climate,59,6,3,4,2,6,6,6,6,6
1653075856902_bqyv1,0.5,election,59,,1,6,,,6,6,,6
1653075856902_bqyv1,0.5,johnny,59,,2,7,,,5,5,,5
1653075874971_vvq67,-0.5,climate,26,3,1,6,1,4,4,4,4,4
1653075874971_vvq67,-0.5,election,26,,2,5,,,5,5,,5
1653075874971_vvq67,-0.5,johnny,26,,1,5,,,1,1,,1
1653076007896_u0rh0,-0.5,climate,45,1,1,6,3,2,2,2,2,2
1653076007896_u0rh0,-0.5,election,45,,2,6,,,6,4,,5
1653076007896_u0rh0,-0.5,johnny,45,,1,6,,,1,1,,1
1653076225370_6cy56,0.5,climate,33,1,1,5,1,2,2,2,2,2
1653076225370_6cy56,0.5,election,33,,3,5,,,4,4,,4
1653076225370_6cy56,0.5,johnny,33,,1,6,,,3,3,,3
1653076544140_zp526,-0.5,climate,10,5,3,5,2,5,6,6,6,6
1653076544140_zp526,-0.5,election,10,,2,2,,,5,4,,4.5
1653076544140_zp526,-0.5,johnny,10,,2,7,,,1,2,,1.5
1653076764370_3tvqx,0.5,climate,37,5,2,5,3,5,6,6,6,6
1653076764370_3tvqx,0.5,election,37,,3,4,,,6,6,,6
1653076764370_3tvqx,0.5,johnny,37,,1,5,,,3,3,,3
1653076776315_v4iw1,0.5,climate,77,6,3,4,3,6,6,6,6,6
1653076776315_v4iw1,0.5,election,77,,2,2,,,5,4,,4.5
1653076776315_v4iw1,0.5,johnny,77,,3,7,,,3,4,,3.5
1653076799193_vjcuf,0.5,climate,69,1,1,5,3,3,3,3,2,3
1653076799193_vjcuf,0.5,election,69,,2,5,,,4,4,,4
1653076799193_vjcuf,0.5,johnny,69,,1,7,,,2,2,,2
1653076802584_2cfyi,0.5,climate,50,6,3,5,5,6,6,6,4,6
1653076802584_2cfyi,0.5,election,50,,1,6,,,5,5,,5
1653076802584_2cfyi,0.5,johnny,50,,1,5,,,3,3,,3
1653077268605_edwa3,0.5,climate,33,6,3,1,1,6,6,6,6,6
1653077268605_edwa3,0.5,election,33,,1,2,,,5,5,,5
1653077268605_edwa3,0.5,johnny,33,,1,7,,,4,4,,4
1653077322737_wv47n,-0.5,climate,5,4,2,2,3,6,4,3,5,3.5
1653077322737_wv47n,-0.5,election,5,,2,7,,,6,6,,6
1653077322737_wv47n,-0.5,johnny,5,,1,6,,,1,6,,3.5
1653077326379_7s16l,0.5,climate,70,4,2,6,3,4,4,4,4,4
1653077326379_7s16l,0.5,election,70,,1,7,,,5,4,,4.5
1653077326379_7s16l,0.5,johnny,70,,2,5,,,3,3,,3
1653077735128_hyppz,-0.5,climate,12,2,2,2,2,3,4,4,2,4
1653077735128_hyppz,-0.5,election,12,,2,5,,,5,5,,5
1653077735128_hyppz,-0.5,johnny,12,,2,6,,,3,3,,3
1653078427543_nngmi,-0.5,climate,30,4,2,5,3,5,5,5,5,5
1653078427543_nngmi,-0.5,election,30,,1,1,,,3,3,,3
1653078427543_nngmi,-0.5,johnny,30,,1,4,,,4,3,,3.5
1653078492067_3r0yu,-0.5,climate,4,4,3,2,3,5,6,6,6,6
1653078492067_3r0yu,-0.5,election,4,,2,1,,,6,6,,6
1653078492067_3r0yu,-0.5,johnny,4,,1,7,,,1,1,,1
1653078851089_6h67n,0.5,climate,51,6,3,4,3,5,6,6,6,6
1653078851089_6h67n,0.5,election,51,,1,4,,,4,4,,4
1653078851089_6h67n,0.5,johnny,51,,2,6,,,5,5,,5
1653079457776_6u6zf,-0.5,climate,12,6,3,5,2,6,6,6,6,6
1653079457776_6u6zf,-0.5,election,12,,3,5,,,6,6,,6
1653079457776_6u6zf,-0.5,johnny,12,,1,6,,,3,3,,3
1653079923411_20jks,-0.5,climate,5,6,2,5,3,6,6,5,6,5.5
1653079923411_20jks,-0.5,election,5,,1,5,,,4,3,,3.5
1653079923411_20jks,-0.5,johnny,5,,1,7,,,2,3,,2.5
1653080563912_v8y9k,0.5,climate,100,6,3,1,1,6,6,6,6,6
1653080563912_v8y9k,0.5,election,100,,1,1,,,6,4,,5
1653080563912_v8y9k,0.5,johnny,100,,2,7,,,4,6,,5
1653081332964_labb8,-0.5,climate,0,6,3,4,3,6,6,6,6,6
1653081332964_labb8,-0.5,election,0,,2,1,,,4,4,,4
1653081332964_labb8,-0.5,johnny,0,,1,5,,,4,4,,4
1653081373748_vc62e,0.5,climate,39,1,2,2,3,4,3,3,3,3
1653081373748_vc62e,0.5,election,39,,3,5,,,6,6,,6
1653081373748_vc62e,0.5,johnny,39,,1,5,,,1,5,,3
1653081715108_w3l0w,-0.5,climate,27,5,3,3,3,6,6,6,6,6
1653081715108_w3l0w,-0.5,election,27,,1,2,,,3,3,,3
1653081715108_w3l0w,-0.5,johnny,27,,3,7,,,6,6,,6
1653081971466_ovot6,0.5,climate,27,5,3,5,5,6,6,6,6,6
1653081971466_ovot6,0.5,election,27,,3,5,,,5,4,,4.5
1653081971466_ovot6,0.5,johnny,27,,1,6,,,1,1,,1
1653081984016_3yp24,0.5,climate,60,6,2,4,2,6,6,5,6,5.5
1653081984016_3yp24,0.5,election,60,,3,2,,,6,5,,5.5
1653081984016_3yp24,0.5,johnny,60,,1,7,,,3,2,,2.5
1653082007199_erdh0,-0.5,climate,8,4,2,5,3,6,5,5,5,5
1653082007199_erdh0,-0.5,election,8,,1,5,,,3,3,,3
1653082007199_erdh0,-0.5,johnny,8,,1,6,,,3,3,,3
1653082354248_nmtuo,0.5,climate,88,3,1,1,2,6,4,4,6,4
1653082354248_nmtuo,0.5,election,88,,1,1,,,1,1,,1
1653082354248_nmtuo,0.5,johnny,88,,3,5,,,4,4,,4
1653082728760_r7vui,-0.5,climate,17,4,1,2,3,4,6,5,4,5.5
1653082728760_r7vui,-0.5,election,17,,1,7,,,5,6,,5.5
1653082728760_r7vui,-0.5,johnny,17,,1,7,,,4,6,,5
1653083674284_v68m4,-0.5,climate,20,6,3,4,3,6,6,5,6,5.5
1653083674284_v68m4,-0.5,election,20,,3,1,,,5,6,,5.5
1653083674284_v68m4,-0.5,johnny,20,,2,5,,,4,3,,3.5
1653083748468_9sga5,0.5,climate,59,5,3,3,2,6,5,5,6,5
1653083748468_9sga5,0.5,election,59,,3,5,,,5,5,,5
1653083748468_9sga5,0.5,johnny,59,,1,7,,,2,2,,2
1653084118574_jm0xo,0.5,climate,36,6,3,2,1,6,6,6,6,6
1653084118574_jm0xo,0.5,election,36,,3,5,,,6,6,,6
1653084118574_jm0xo,0.5,johnny,36,,1,7,,,4,5,,4.5
1653084330703_t8gwq,-0.5,climate,18,6,3,7,5,6,6,6,6,6
1653084330703_t8gwq,-0.5,election,18,,3,7,,,5,6,,5.5
1653084330703_t8gwq,-0.5,johnny,18,,1,7,,,4,3,,3.5
1653084561079_3g5d4,0.5,climate,52,5,3,4,1,4,5,5,6,5
1653084561079_3g5d4,0.5,election,52,,2,5,,,6,5,,5.5
1653084561079_3g5d4,0.5,johnny,52,,1,7,,,1,1,,1
1653085158931_r29xn,0.5,climate,19,4,3,4,4,5,6,5,6,5.5
1653085158931_r29xn,0.5,election,19,,2,1,,,4,4,,4
1653085158931_r29xn,0.5,johnny,19,,1,6,,,1,4,,2.5
1653085522317_dzpip,0.5,climate,77,2,1,1,2,3,3,4,3,3.5
1653085522317_dzpip,0.5,election,77,,2,6,,,6,6,,6
1653085522317_dzpip,0.5,johnny,77,,1,7,,,1,1,,1
1653085721159_2r0tp,-0.5,climate,4,6,3,5,2,6,6,6,6,6
1653085721159_2r0tp,-0.5,election,4,,3,5,,,6,6,,6
1653085721159_2r0tp,-0.5,johnny,4,,1,6,,,4,4,,4
1653086623758_k9h23,0.5,climate,84,6,2,4,4,6,5,3,5,4
1653086623758_k9h23,0.5,election,84,,1,2,,,1,1,,1
1653086623758_k9h23,0.5,johnny,84,,1,6,,,2,5,,3.5
1653086723824_4djax,-0.5,climate,10,6,3,3,2,6,6,6,6,6
1653086723824_4djax,-0.5,election,10,,3,5,,,5,5,,5
1653086723824_4djax,-0.5,johnny,10,,1,6,,,1,1,,1
1653086994453_4ntz2,-0.5,climate,9,6,3,5,1,6,6,6,6,6
1653086994453_4ntz2,-0.5,election,9,,1,6,,,4,4,,4
1653086994453_4ntz2,-0.5,johnny,9,,1,7,,,2,3,,2.5
1653087086064_u9r7b,-0.5,climate,50,5,2,6,3,5,4,4,5,4
1653087086064_u9r7b,-0.5,election,50,,2,5,,,5,5,,5
1653087086064_u9r7b,-0.5,johnny,50,,2,7,,,2,4,,3
1653087197668_gwdaf,-0.5,climate,17,3,2,2,3,4,4,4,4,4
1653087197668_gwdaf,-0.5,election,17,,2,5,,,5,5,,5
1653087197668_gwdaf,-0.5,johnny,17,,2,7,,,3,6,,4.5
1653087972819_lwvv6,-0.5,climate,5,5,3,1,2,5,5,5,5,5
1653087972819_lwvv6,-0.5,election,5,,2,4,,,4,4,,4
1653087972819_lwvv6,-0.5,johnny,5,,1,7,,,4,4,,4
1653088029396_bc8a9,0.5,climate,50,5,3,3,2,5,5,5,5,5
1653088029396_bc8a9,0.5,election,50,,2,5,,,4,4,,4
1653088029396_bc8a9,0.5,johnny,50,,1,7,,,1,1,,1
1653088131477_6ngrx,-0.5,climate,12,6,3,4,2,6,6,6,6,6
1653088131477_6ngrx,-0.5,election,12,,3,5,,,6,6,,6
1653088131477_6ngrx,-0.5,johnny,12,,1,3,,,1,1,,1
1653088409557_q3a98,0.5,climate,20,5,2,5,3,6,6,5,6,5.5
1653088409557_q3a98,0.5,election,20,,2,7,,,6,6,,6
1653088409557_q3a98,0.5,johnny,20,,1,7,,,2,4,,3
1653089100577_336qk,-0.5,climate,36,5,3,2,3,5,6,5,5,5.5
1653089100577_336qk,-0.5,election,36,,2,1,,,5,4,,4.5
1653089100577_336qk,-0.5,johnny,36,,1,5,,,2,3,,2.5
1653089299845_h43rx,0.5,climate,30,5,2,4,1,5,6,5,6,5.5
1653089299845_h43rx,0.5,election,30,,2,5,,,5,5,,5
1653089299845_h43rx,0.5,johnny,30,,1,5,,,3,4,,3.5
1653089312193_x1okw,-0.5,climate,32,5,3,6,3,6,6,6,6,6
1653089312193_x1okw,-0.5,election,32,,3,6,,,6,5,,5.5
1653089312193_x1okw,-0.5,johnny,32,,1,5,,,2,3,,2.5
1653089326079_rm7d0,0.5,climate,92,5,2,6,3,5,6,5,5,5.5
1653089326079_rm7d0,0.5,election,92,,3,5,,,5,4,,4.5
1653089326079_rm7d0,0.5,johnny,92,,2,6,,,3,4,,3.5
1653090087230_rt55r,0.5,climate,70,3,2,2,3,4,5,5,5,5
1653090087230_rt55r,0.5,election,70,,2,4,,,4,4,,4
1653090087230_rt55r,0.5,johnny,70,,1,1,,,3,3,,3
1653090212831_16kqf,0.5,climate,58,5,3,6,4,5,6,6,5,6
1653090212831_16kqf,0.5,election,58,,3,5,,,4,5,,4.5
1653090212831_16kqf,0.5,johnny,58,,1,3,,,3,3,,3
1653090420162_nu165,-0.5,climate,5,5,2,4,1,5,6,5,5,5.5
1653090420162_nu165,-0.5,election,5,,3,5,,,6,6,,6
1653090420162_nu165,-0.5,johnny,5,,1,7,,,2,3,,2.5
1653090554071_lnwb2,-0.5,climate,5,6,3,4,4,6,6,6,6,6
1653090554071_lnwb2,-0.5,election,5,,1,4,,,4,4,,4
1653090554071_lnwb2,-0.5,johnny,5,,1,7,,,2,2,,2
1653090632927_rfef6,-0.5,climate,8,4,3,4,3,5,5,5,5,5
1653090632927_rfef6,-0.5,election,8,,2,5,,,4,4,,4
1653090632927_rfef6,-0.5,johnny,8,,1,7,,,2,2,,2
1653090816197_qzn1x,-0.5,climate,38,3,3,2,2,4,5,5,5,5
1653090816197_qzn1x,-0.5,election,38,,2,1,,,5,5,,5
1653090816197_qzn1x,-0.5,johnny,38,,2,6,,,3,4,,3.5
1653090924580_9de3e,0.5,climate,42,6,3,4,2,6,6,6,6,6
1653090924580_9de3e,0.5,election,42,,2,6,,,5,5,,5
1653090924580_9de3e,0.5,johnny,42,,1,7,,,2,2,,2
1653090986481_o65yk,0.5,climate,45,3,1,4,3,5,4,3,4,3.5
1653090986481_o65yk,0.5,election,45,,3,5,,,5,4,,4.5
1653090986481_o65yk,0.5,johnny,45,,1,7,,,3,3,,3
1653091267625_0s4yj,-0.5,climate,33,4,2,4,3,6,5,5,6,5
1653091267625_0s4yj,-0.5,election,33,,1,5,,,5,5,,5
1653091267625_0s4yj,-0.5,johnny,33,,1,7,,,1,3,,2
1653092419006_xqmh4,0.5,climate,75,6,1,7,1,6,6,5,6,5.5
1653092419006_xqmh4,0.5,election,75,,2,5,,,5,6,,5.5
1653092419006_xqmh4,0.5,johnny,75,,2,7,,,4,4,,4
1653092977304_qj1ks,-0.5,climate,10,6,3,5,2,6,6,6,6,6
1653092977304_qj1ks,-0.5,election,10,,3,4,,,6,6,,6
1653092977304_qj1ks,-0.5,johnny,10,,1,6,,,4,3,,3.5
1653093062760_ijvg0,-0.5,climate,18,4,2,1,2,6,5,4,5,4.5
1653093062760_ijvg0,-0.5,election,18,,1,5,,,4,4,,4
1653093062760_ijvg0,-0.5,johnny,18,,1,5,,,2,3,,2.5
1653093115542_d1q0u,0.5,climate,50,6,3,3,1,6,6,6,6,6
1653093115542_d1q0u,0.5,election,50,,3,4,,,5,5,,5
1653093115542_d1q0u,0.5,johnny,50,,1,5,,,1,1,,1
1653093149690_wztye,0.5,climate,75,5,3,2,2,6,5,5,6,5
1653093149690_wztye,0.5,election,75,,3,1,,,4,4,,4
1653093149690_wztye,0.5,johnny,75,,1,7,,,1,1,,1
1653093181762_bxj3x,-0.5,climate,10,6,2,3,2,6,6,5,6,5.5
1653093181762_bxj3x,-0.5,election,10,,2,2,,,4,3,,3.5
1653093181762_bxj3x,-0.5,johnny,10,,1,5,,,4,5,,4.5
1653093221604_fk42z,-0.5,climate,10,5,3,5,3,6,6,6,6,6
1653093221604_fk42z,-0.5,election,10,,2,5,,,5,6,,5.5
1653093221604_fk42z,-0.5,johnny,10,,1,7,,,1,2,,1.5
1653093462277_q5uy6,0.5,climate,100,6,3,2,1,6,6,6,6,6
1653093462277_q5uy6,0.5,election,100,,1,7,,,1,1,,1
1653093462277_q5uy6,0.5,johnny,100,,1,7,,,1,1,,1
1653093902822_loowg,0.5,climate,49,3,1,1,2,5,4,4,5,4
1653093902822_loowg,0.5,election,49,,1,1,,,5,5,,5
1653093902822_loowg,0.5,johnny,49,,1,7,,,3,3,,3
1653094206347_cqy48,0.5,climate,80,5,3,4,3,5,6,6,5,6
1653094206347_cqy48,0.5,election,80,,3,1,,,6,6,,6
1653094206347_cqy48,0.5,johnny,80,,1,6,,,1,3,,2
1653094339427_cmx4d,-0.5,climate,40,4,1,7,2,3,4,4,4,4
1653094339427_cmx4d,-0.5,election,40,,1,7,,,5,5,,5
1653094339427_cmx4d,-0.5,johnny,40,,1,7,,,3,4,,3.5
1653094508211_v28x5,-0.5,climate,10,5,2,4,2,6,6,4,6,5
1653094508211_v28x5,-0.5,election,10,,2,5,,,6,5,,5.5
1653094508211_v28x5,-0.5,johnny,10,,1,7,,,2,5,,3.5
1653095033369_81qb1,0.5,climate,50,5,3,5,2,3,6,5,6,5.5
1653095033369_81qb1,0.5,election,50,,3,4,,,6,3,,4.5
1653095033369_81qb1,0.5,johnny,50,,1,7,,,1,6,,3.5
1653095200266_6in8x,-0.5,climate,0,3,1,4,3,6,4,3,4,3.5
1653095200266_6in8x,-0.5,election,0,,1,7,,,3,3,,3
1653095200266_6in8x,-0.5,johnny,0,,1,7,,,1,1,,1
1653095317594_78pzt,0.5,climate,61,6,3,3,2,6,6,6,6,6
1653095317594_78pzt,0.5,election,61,,2,3,,,4,4,,4
1653095317594_78pzt,0.5,johnny,61,,1,7,,,2,2,,2
1653095723843_0dh8o,-0.5,climate,35,2,1,1,5,4,2,2,2,2
1653095723843_0dh8o,-0.5,election,35,,3,4,,,6,6,,6
1653095723843_0dh8o,-0.5,johnny,35,,1,6,,,1,1,,1
1653095960244_7a9v0,-0.5,climate,1,5,2,2,2,5,6,6,6,6
1653095960244_7a9v0,-0.5,election,1,,2,6,,,5,4,,4.5
1653095960244_7a9v0,-0.5,johnny,1,,1,7,,,3,2,,2.5
1653096275959_ocb7i,-0.5,climate,29,1,1,1,1,4,1,2,2,1.5
1653096275959_ocb7i,-0.5,election,29,,3,5,,,6,5,,5.5
1653096275959_ocb7i,-0.5,johnny,29,,2,6,,,3,4,,3.5
1653096307079_vesoz,0.5,climate,60,5,3,5,3,5,6,6,6,6
1653096307079_vesoz,0.5,election,60,,3,4,,,5,5,,5
1653096307079_vesoz,0.5,johnny,60,,1,7,,,3,4,,3.5
1653096315547_2a7qn,-0.5,climate,5,5,3,3,3,5,6,6,6,6
1653096315547_2a7qn,-0.5,election,5,,3,4,,,5,6,,5.5
1653096315547_2a7qn,-0.5,johnny,5,,1,6,,,2,3,,2.5
1653096395721_0fbt4,0.5,climate,88,1,1,4,1,4,4,5,4,4.5
1653096395721_0fbt4,0.5,election,88,,1,4,,,2,5,,3.5
1653096395721_0fbt4,0.5,johnny,88,,1,7,,,2,4,,3
1653096994661_exuu9,-0.5,climate,5,6,3,6,1,6,6,6,6,6
1653096994661_exuu9,-0.5,election,5,,2,5,,,5,4,,4.5
1653096994661_exuu9,-0.5,johnny,5,,1,5,,,2,1,,1.5
1653097528735_3p1il,-0.5,climate,5,6,3,3,3,5,6,6,6,6
1653097528735_3p1il,-0.5,election,5,,2,5,,,5,5,,5
1653097528735_3p1il,-0.5,johnny,5,,1,6,,,4,4,,4
1653097979313_sac28,-0.5,climate,25,4,3,3,3,6,5,4,6,4.5
1653097979313_sac28,-0.5,election,25,,1,5,,,2,3,,2.5
1653097979313_sac28,-0.5,johnny,25,,1,7,,,2,4,,3
1653099761107_sudrd,0.5,climate,62,4,3,3,3,5,5,5,5,5
1653099761107_sudrd,0.5,election,62,,3,5,,,5,5,,5
1653099761107_sudrd,0.5,johnny,62,,2,6,,,4,4,,4
1653099852306_w6qr9,-0.5,climate,8,5,2,4,1,6,5,3,6,4
1653099852306_w6qr9,-0.5,election,8,,2,5,,,6,5,,5.5
1653099852306_w6qr9,-0.5,johnny,8,,1,6,,,1,1,,1
1653099908902_xl6iz,0.5,climate,57,6,3,4,3,6,6,5,6,5.5
1653099908902_xl6iz,0.5,election,57,,3,5,,,6,6,,6
1653099908902_xl6iz,0.5,johnny,57,,1,7,,,2,2,,2
1653100129449_gagnp,0.5,climate,50,1,1,1,3,3,3,3,2,3
1653100129449_gagnp,0.5,election,50,,1,1,,,4,4,,4
1653100129449_gagnp,0.5,johnny,50,,1,1,,,3,3,,3
1653100232423_7qe23,-0.5,climate,20,6,3,5,2,6,6,4,6,5
1653100232423_7qe23,-0.5,election,20,,3,4,,,6,6,,6
1653100232423_7qe23,-0.5,johnny,20,,2,5,,,3,5,,4
1653100376251_4z6kt,0.5,climate,75,2,2,2,3,4,4,4,4,4
1653100376251_4z6kt,0.5,election,75,,3,1,,,5,5,,5
1653100376251_4z6kt,0.5,johnny,75,,1,7,,,2,6,,4
1653101467155_5apky,-0.5,climate,12,4,1,5,2,4,4,4,4,4
1653101467155_5apky,-0.5,election,12,,1,4,,,4,3,,3.5
1653101467155_5apky,-0.5,johnny,12,,1,7,,,3,2,,2.5
1653101878439_jg9gq,-0.5,climate,50,6,3,3,5,5,4,6,6,5
1653101878439_jg9gq,-0.5,election,50,,2,5,,,6,5,,5.5
1653101878439_jg9gq,-0.5,johnny,50,,1,6,,,2,2,,2
1653102100483_df50m,-0.5,climate,0,3,2,1,1,5,6,6,6,6
1653102100483_df50m,-0.5,election,0,,2,1,,,6,6,,6
1653102100483_df50m,-0.5,johnny,0,,1,7,,,2,4,,3
1653103036626_njx4j,0.5,climate,75,1,1,1,1,1,1,1,1,1
1653103036626_njx4j,0.5,election,75,,1,2,,,3,3,,3
1653103036626_njx4j,0.5,johnny,75,,1,1,,,1,1,,1
1653103058318_88c2a,-0.5,climate,3,5,3,1,3,5,6,6,5,6
1653103058318_88c2a,-0.5,election,3,,3,5,,,6,6,,6
1653103058318_88c2a,-0.5,johnny,3,,1,6,,,4,6,,5
1653103599039_yqrjo,-0.5,climate,0,4,3,1,3,5,5,5,5,5
1653103599039_yqrjo,-0.5,election,0,,3,1,,,5,5,,5
1653103599039_yqrjo,-0.5,johnny,0,,2,7,,,4,4,,4
1653104610191_oon54,-0.5,climate,2,4,2,2,4,5,4,4,5,4
1653104610191_oon54,-0.5,election,2,,2,2,,,6,6,,6
1653104610191_oon54,-0.5,johnny,2,,1,4,,,3,3,,3
1653104619577_kjc30,-0.5,climate,1,4,3,2,2,6,5,5,6,5
1653104619577_kjc30,-0.5,election,1,,3,1,,,6,4,,5
1653104619577_kjc30,-0.5,johnny,1,,1,1,,,2,3,,2.5
1653105626323_dqzau,0.5,climate,0,6,3,2,4,5,6,6,6,6
1653105626323_dqzau,0.5,election,0,,2,4,,,5,4,,4.5
1653105626323_dqzau,0.5,johnny,0,,1,6,,,4,1,,2.5
1653107182664_78t7q,0.5,climate,70,5,3,5,3,6,6,6,6,6
1653107182664_78t7q,0.5,election,70,,2,5,,,5,5,,5
1653107182664_78t7q,0.5,johnny,70,,1,7,,,4,3,,3.5
1653107580935_582qr,-0.5,climate,33,4,2,6,2,5,5,5,6,5
1653107580935_582qr,-0.5,election,33,,3,5,,,6,6,,6
1653107580935_582qr,-0.5,johnny,33,,2,7,,,6,6,,6
1653107603639_acdjc,-0.5,climate,35,6,3,5,2,5,6,6,6,6
1653107603639_acdjc,-0.5,election,35,,3,3,,,6,6,,6
1653107603639_acdjc,-0.5,johnny,35,,1,5,,,1,3,,2
1653107858773_4uwjm,-0.5,climate,7,4,3,2,3,6,5,6,6,5.5
1653107858773_4uwjm,-0.5,election,7,,2,2,,,4,4,,4
1653107858773_4uwjm,-0.5,johnny,7,,1,7,,,3,4,,3.5
1653108440999_52sin,0.5,climate,56,2,1,2,4,4,3,2,2,2.5
1653108440999_52sin,0.5,election,56,,2,5,,,5,5,,5
1653108440999_52sin,0.5,johnny,56,,2,6,,,4,4,,4
1653108933179_9mag5,-0.5,climate,23,1,1,2,1,3,2,2,3,2
1653108933179_9mag5,-0.5,election,23,,2,1,,,4,2,,3
1653108933179_9mag5,-0.5,johnny,23,,1,1,,,1,1,,1
1653109012361_tfjpv,0.5,climate,7,4,3,4,2,6,6,5,6,5.5
1653109012361_tfjpv,0.5,election,7,,1,7,,,4,4,,4
1653109012361_tfjpv,0.5,johnny,7,,1,4,,,1,2,,1.5
1653350569208_mo7hm,0.5,climate,59,6,2,6,3,6,6,6,6,6
1653350569208_mo7hm,0.5,election,59,,3,4,,,6,3,,4.5
1653350569208_mo7hm,0.5,johnny,59,,1,7,,,3,5,,4
1653350615766_fs9nz,0.5,climate,27,5,3,2,3,5,6,5,6,5.5
1653350615766_fs9nz,0.5,election,27,,1,5,,,5,5,,5
1653350615766_fs9nz,0.5,johnny,27,,1,5,,,3,3,,3
1653350619021_xpdbu,-0.5,climate,63,6,3,4,2,6,6,6,6,6
1653350619021_xpdbu,-0.5,election,63,,2,3,,,5,5,,5
