user_id,condition,first15,remaining,dwell_diff
1653067657131_r2qxd,0.5,9764.5,10792.2222222222,1027.72222222222
1653067731504_32h4z,-0.5,,,
1653067932921_4hdhh,0.5,8285.2,6581.12,-1704.08
1653068293962_2g6se,0.5,4170.4,2968.84,-1201.56
1653068301192_1uk6e,0.5,5670.75,2811.07407407407,-2859.67592592593
1653068338639_gi4sv,-0.5,,,
1653068567528_9p83n,-0.5,,,
1653068570209_083k5,-0.5,,,
1653068809449_txq47,0.5,17394,12121.5416666667,-5272.45833333333
1653069110966_23amy,0.5,491.5,300.241379310345,-191.258620689655
1653069237602_0jope,0.5,2220,3877.46153846154,1657.46153846154
1653069372123_vm3jv,0.5,1340.33333333333,2143.64,803.306666666667
1653069457136_cubx8,0.5,8997.66666666667,5619.11111111111,-3378.55555555556
1653069674223_tne03,0.5,6082.5,1376.33333333333,-4706.16666666667
1653069678349_myqa5,0.5,10910.6666666667,5795.04,-5115.62666666667
1653069837219_4ojrt,-0.5,,,
1653069848227_keol6,-0.5,,,
1653069997167_bwb2l,-0.5,,,
1653070235449_68yar,0.5,19016.75,4629.51851851852,-14387.2314814815
1653070497421_ity3c,-0.5,,,
1653070549847_8mtk7,-0.5,,,
1653070566316_9xx1j,-0.5,,,
1653070787241_2vnub,0.5,5303,3501.10714285714,-1801.89285714286
1653070916244_2rb0r,0.5,7273.5,3584.88888888889,-3688.61111111111
1653070928451_7zr2g,-0.5,,,
1653071068571_tldu2,0.5,486.25,395.444444444445,-90.8055555555555
1653071151786_54c65,-0.5,,,
1653072266769_9om6z,0.5,434,2345.03571428571,1911.03571428571
1653072289849_71f71,-0.5,,,
1653072519522_iujag,0.5,57,84.8518518518519,27.8518518518519
1653072638039_j7fcx,-0.5,,,
1653072662068_h6j67,-0.5,,,
1653072683530_krh92,0.5,2469,2761.25,292.25
1653072803706_1tsod,-0.5,,,
1653072854353_nrgyz,-0.5,,,
1653073046076_fb0a3,-0.5,,,
1653073240184_hflxc,-0.5,,,
1653074168477_4djwd,-0.5,,,
1653074298795_tq18y,-0.5,,,
1653074642010_onmyb,-0.5,,,
1653074691197_8r0jg,0.5,764,1252.96551724138,488.965517241379
1653075311256_2pp88,0.5,5251,7589.30769230769,2338.30769230769
1653075414270_mjsxj,-0.5,,,
1653075567849_iysnd,-0.5,,,
1653075856902_bqyv1,0.5,18018.5,11983.5384615385,-6034.96153846154
1653075874971_vvq67,-0.5,,,
1653076007896_u0rh0,-0.5,,,
1653076225370_6cy56,0.5,4949,2703.65384615385,-2245.34615384615
1653076500521_e6x22,0.5,790,926.714285714286,136.714285714286
1653076544140_zp526,-0.5,,,
1653076764370_3tvqx,0.5,1010.25,889.464285714286,-120.785714285714
1653076776315_v4iw1,0.5,3056.66666666667,1819.34482758621,-1237.32183908046
1653076799193_vjcuf,0.5,9685.66666666667,4071.75862068966,-5613.90804597701
1653076802584_2cfyi,0.5,1701.33333333333,454.555555555556,-1246.77777777778
1653076859144_69llu,0.5,5689,1097.78571428571,-4591.21428571429
1653077268605_edwa3,0.5,555,180.75,-374.25
1653077322737_wv47n,-0.5,,,
1653077326379_7s16l,0.5,5807.83333333333,5763.04,-44.7933333333331
1653077735128_hyppz,-0.5,,,
1653078427543_nngmi,-0.5,,,
1653078492067_3r0yu,-0.5,,,
1653078851089_6h67n,0.5,4564.2,1784.44,-2779.76
1653079068120_5z2fp,-0.5,,,
1653079457776_6u6zf,-0.5,,,
1653079923411_20jks,-0.5,,,
1653080563912_v8y9k,0.5,4096.33333333333,3355.11538461539,-741.217948717948
1653081332964_labb8,-0.5,,,
1653081373748_vc62e,0.5,5179.33333333333,5134,-45.333333333333
1653081715108_w3l0w,-0.5,,,
1653081971466_ovot6,0.5,4873.25,2442.5,-2430.75
1653081984016_3yp24,0.5,6296.33333333333,5752.77777777778,-543.555555555556
1653082007199_erdh0,-0.5,,,
1653082354248_nmtuo,0.5,4463.16666666667,5389.91666666667,926.75
1653082728760_r7vui,-0.5,,,
1653083674284_v68m4,-0.5,,,
1653083748468_9sga5,0.5,10305.25,8045.36,-2259.89
1653084118574_jm0xo,0.5,9513.75,11297.8461538462,1784.09615384615
1653084330703_t8gwq,-0.5,,,
1653084561079_3g5d4,0.5,9248.5,6173.91304347826,-3074.58695652174
1653085158931_r29xn,0.5,4098.16666666667,4765.75,667.583333333333
1653085522317_dzpip,0.5,4481,3086,-1395
1653085721159_2r0tp,-0.5,,,
1653086623758_k9h23,0.5,3929.25,1539.03703703704,-2390.21296296296
1653086723824_4djax,-0.5,,,
1653086994453_4ntz2,-0.5,,,
1653087086064_u9r7b,-0.5,,,
1653087197668_gwdaf,-0.5,,,
1653087972819_lwvv6,-0.5,,,
1653088029396_bc8a9,0.5,9197.66666666667,8123.13793103448,-1074.52873563218
1653088131477_6ngrx,-0.5,,,
1653088409557_q3a98,0.5,7795.5,7116.33333333333,-679.166666666667
1653088547962_tlkzw,-0.5,,,
1653089100577_336qk,-0.5,,,
1653089299845_h43rx,0.5,12419,7036.14285714286,-5382.85714285714
1653089312193_x1okw,-0.5,,,
1653089326079_rm7d0,0.5,12167.6,8365,-3802.6
1653090087230_rt55r,0.5,13872.6666666667,12968.3333333333,-904.333333333332
1653090212831_16kqf,0.5,5044,3162.37037037037,-1881.62962962963
1653090420162_nu165,-0.5,,,
1653090554071_lnwb2,-0.5,,,
1653090632927_rfef6,-0.5,,,
1653090816197_qzn1x,-0.5,,,
1653090924580_9de3e,0.5,6647.25,7175.40740740741,528.157407407408
1653090986481_o65yk,0.5,21274,14201.625,-7072.375
1653091267625_0s4yj,-0.5,,,
1653092419006_xqmh4,0.5,3951.5,4968.2,1016.7
1653092977304_qj1ks,-0.5,,,
1653093062760_ijvg0,-0.5,,,
1653093115542_d1q0u,0.5,11208.75,9492.75,-1716
1653093118595_sp9j2,0.5,484.666666666667,556.178571428572,71.5119047619048
1653093149690_wztye,0.5,9805.25,6992.57142857143,-2812.67857142857
1653093181762_bxj3x,-0.5,,,
1653093221604_fk42z,-0.5,,,
1653093462277_q5uy6,0.5,8401.75,3983.36,-4418.39
1653093902822_loowg,0.5,5198.75,5636.33333333333,437.583333333333
1653094206347_cqy48,0.5,13538.8,8986.59259259259,-4552.20740740741
1653094339427_cmx4d,-0.5,,,
1653094508211_v28x5,-0.5,,,
1653095033369_81qb1,0.5,2198.5,876.375,-1322.125
1653095200266_6in8x,-0.5,,,
1653095317594_78pzt,0.5,2107.5,1869.5,-238
1653095723843_0dh8o,-0.5,,,
1653095960244_7a9v0,-0.5,,,
1653096275959_ocb7i,-0.5,,,
1653096307079_vesoz,0.5,16685,15395.72,-1289.28
1653096315547_2a7qn,-0.5,,,
1653096395721_0fbt4,0.5,5560.75,3701.7037037037,-1859.0462962963
1653096994661_exuu9,-0.5,,,
1653097072620_no3pg,0.5,6320.8,302.074074074074,-6018.72592592593
1653097528735_3p1il,-0.5,,,
1653097979313_sac28,-0.5,,,
1653099761107_sudrd,0.5,5507.6,5726.22727272727,218.627272727273
1653099852306_w6qr9,-0.5,,,
1653099908902_xl6iz,0.5,5172.75,1867.81481481481,-3304.93518518519
1653100129449_gagnp,0.5,9202,5371.53571428572,-3830.46428571429
1653100232423_7qe23,-0.5,,,
1653100376251_4z6kt,0.5,1754.66666666667,1320.21428571429,-434.452380952381
1653101467155_5apky,-0.5,,,
1653101878439_jg9gq,-0.5,,,
1653102100483_df50m,-0.5,,,
1653103036626_njx4j,0.5,7952.4,5543.52,-2408.88
1653103058318_88c2a,-0.5,,,
1653103599039_yqrjo,-0.5,,,
1653104610191_oon54,-0.5,,,
1653104619577_kjc30,-0.5,,,
1653105626323_dqzau,0.5,14907.25,7790.88461538462,-7116.36538461539
1653107182664_78t7q,0.5,22392.75,17271.6666666667,-5121.08333333333
1653107580935_582qr,-0.5,,,
1653107603639_acdjc,-0.5,,,
1653107858773_4uwjm,-0.5,,,
1653108440999_52sin,0.5,9702.8,5949.54166666667,-3753.25833333333
1653108933179_9mag5,-0.5,,,
1653109012361_tfjpv,0.5,3758.33333333333,1244.64285714286,-2513.69047619048
1653350569208_mo7hm,0.5,12197,5235.72413793104,-6961.27586206897
1653350615766_fs9nz,0.5,5413.6,3845.42307692308,-1568.17692307692
1653350619021_xpdbu,-0.5,,,
1653350679811_b302t,0.5,2952,5562.65384615385,2610.65384615385
1653350828269_p6ak9,0.5,3633,3784.14814814815,151.148148148148
1653351128119_g5u1e,0.5,5211.5,2598,-2613.5
1653351358958_5v3co,-0.5,,,
1653351564616_gc65d,0.5,5591.66666666667,1308.44444444444,-4283.22222222222
1653351869206_0tnrh,-0.5,,,
1653352698186_rwuhz,-0.5,,,
1653352708549_54gj2,0.5,23906.6666666667,16933.7894736842,-6972.87719298246
1653352861893_dkqv3,-0.5,,,
1653353028918_pirer,0.5,6439.2,3052.84615384615,-3386.35384615385
1653353344794_uzwky,0.5,5956.42857142857,3587.91666666667,-2368.51190476191
1653353648699_r3vky,-0.5,,,
1653353833996_ufaw8,0.5,6132.25,3065.56,-3066.69
1653354030858_r9d43,-0.5,,,
1653354309038_9bhzv,0.5,4284.33333333333,632.103448275862,-3652.22988505747
1653354522266_cpea5,-0.5,,,
1653354692012_mdkh7,0.5,5730.5,4572,-1158.5
1653354827559_0vh4x,0.5,11899,12541.56,642.56
1653355244392_v6vgg,-0.5,,,
1653355291151_5jn2j,0.5,575,445.6,-129.4
1653355335237_osje1,0.5,7618,9798.81481481482,2180.81481481482
1653355375389_kwvdu,-0.5,,,
1653355414154_3unm8,0.5,3054,1801.10714285714,-1252.89285714286
1653355682011_sarqq,-0.5,,,
1653355974169_6bkjy,0.5,8636.25,3030.07142857143,-5606.17857142857
1653356220605_a2x53,-0.5,,,
1653356403579_xslvf,0.5,7750.5,4631,-3119.5
1653356506313_aw6az,-0.5,,,
1653356561396_jrh2v,0.5,9620.2,3604.69230769231,-6015.50769230769
1653356599655_ez2ba,-0.5,,,
1653357045340_iykco,0.5,5248.6,4531.24,-717.360000000001
1653357401806_rs3cc,0.5,2057.66666666667,2295.80769230769,238.141025641026
1653357494049_hrulf,0.5,4717,474.071428571429,-4242.92857142857
1653357570028_55ugd,-0.5,,,
1653357576042_ndxhe,-0.5,,,
1653357820842_owp7p,-0.5,,,
1653357965274_kqsrw,-0.5,,,
1653358008642_76a69,0.5,5632,2594.83333333333,-3037.16666666667
1653358088039_kglyg,0.5,8226.6,2774.36,-5452.24
1653358274646_1x7iu,0.5,,1924.74193548387,
1653358807718_w2cfx,0.5,6115,3372.48275862069,-2742.51724137931
1653358860656_nned4,-0.5,,,
1653359233265_pdn69,-0.5,,,
1653359330210_sfjup,-0.5,,,
1653359447240_z7p18,-0.5,,,
1653359628391_cbcei,-0.5,,,
1653360207755_lq0cb,-0.5,,,
1653360738424_xniml,-0.5,,,
1653360962923_xnued,-0.5,,,
1653360979236_5byan,0.5,10831.75,11119.6666666667,287.916666666666
1653361047832_iav17,0.5,269.4,3193,2923.6
1653361302171_gnagi,0.5,1801.28571428571,790.041666666667,-1011.24404761905
1653361337095_5jun7,-0.5,,,
1653361351291_khf63,-0.5,,,
1653361577741_1ybw8,-0.5,,,
1653362351825_lmrha,0.5,6611.6,7507.26923076923,895.66923076923
1653362523547_i99mr,0.5,4342,3993.88461538462,-348.115384615385
1653362745095_52w84,-0.5,,,
1653362814777_2vy5m,0.5,2341,3534.51851851852,1193.51851851852
1653363578644_xs89c,-0.5,,,
1653363761977_h4ip1,0.5,8814,4443.41379310345,-4370.58620689655
1653364293213_p88rj,0.5,2049,3232.57142857143,1183.57142857143
1653364801250_efgmm,-0.5,,,
1653365851853_c1637,0.5,18086,7837.8,-10248.2
1653366673147_zqou8,-0.5,,,
1653366982455_lts4s,-0.5,,,
1653368298123_ng17y,0.5,552,1029.93103448276,477.931034482759
1653368501187_h2aqu,-0.5,,,
1653369852429_qbzfy,-0.5,,,
1653370977266_n9f55,-0.5,,,
1653373838752_d7qa1,-0.5,,,
1653374089608_nqusu,0.5,2776.5,2066.84615384615,-709.653846153846
1653374833713_3o55d,-0.5,,,
1653376580828_9vfzv,-0.5,,,
1653376883982_fkw37,-0.5,,,
1653377946203_1id6p,-0.5,,,
1653379099208_9ccqh,0.5,5642.4,7476.04,1833.64
1653380953563_oid0g,-0.5,,,
1653383724930_o2bvl,0.5,9697.33333333333,5710.36,-3986.97333333333
1653383746874_k287y,-0.5,,,
1653384301105_n7ko3,0.5,6612.5,5311.42307692308,-1301.07692307692
1653385013325_un9ox,-0.5,,,
1653389161237_g4gtr,0.5,4620.14285714286,8284.65217391304,3664.50931677019
1653389691896_p7cts,0.5,3545,3188.72,-356.28
1653390514902_9abzj,0.5,12300.25,8479.57692307692,-3820.67307692308
1653391439917_hxivf,0.5,2743,1179.15384615385,-1563.84615384615
1653393726909_2kxuu,-0.5,,,
1653393898214_52rds,0.5,6507,2570.27586206897,-3936.72413793103
1653394207594_0ho5i,0.5,5577.33333333333,4934.62962962963,-642.703703703704
1653394475519_jbo4g,-0.5,,,
1653395015904_ycm4o,-0.5,,,
1653395641831_d80av,0.5,8315.4,3478,-4837.4
1653395670000_kcdpo,-0.5,,,
1653396333842_54an8,0.5,7004,5361.46428571429,-1642.53571428571
1653396475473_ql8de,0.5,8644,4460.08,-4183.92
1653396475731_bde43,0.5,4359.5,4988.60714285714,629.107142857143
1653397172700_vy12l,0.5,3583.66666666667,5200.11538461539,1616.44871794872
1653397271465_dld6l,0.5,5194,3156.08,-2037.92
1653398434778_6s1eu,0.5,10426.6666666667,1706.18518518519,-8720.48148148148
1653399424260_e0z00,-0.5,,,
1653399792043_3c1gn,-0.5,,,
1653400370699_o1vnb,-0.5,,,
1653400578883_kox9n,-0.5,,,
1653400627838_ioioc,-0.5,,,
1653400812623_43mto,-0.5,,,
1653401111790_05d3b,-0.5,,,
1653401199179_8dap1,-0.5,,,
1653401818340_088ge,0.5,21992.5,13225.4827586207,-8767.01724137931
1653402318796_kackk,-0.5,,,
1653402440045_yppls,-0.5,,,
1653402534916_b74tw,0.5,5906.4,3844.5652173913,-2061.8347826087
1653402679192_xipn7,0.5,3930,4846.51851851852,916.518518518518
1653402882766_73q0u,-0.5,,,
1653403302226_6bbrd,0.5,3413,1380.07692307692,-2032.92307692308
1653403571864_xdzzl,0.5,5691,3599.76666666667,-2091.23333333333
1653403767186_deof9,0.5,17757.3333333333,10836.0833333333,-6921.25
1653404343880_kqtw2,-0.5,,,
1653404713697_d0kxe,-0.5,,,
1653404752415_xsy6k,0.5,9264,2916.92307692308,-6347.07692307692
1653404992433_yzffv,0.5,7148,7394.79310344828,246.793103448276
1653405348224_1gdtq,0.5,7145.5,1480.22222222222,-5665.27777777778
1653406142280_y8vrz,0.5,12360,3315.76,-9044.24
1653406582460_0gfg0,0.5,6454.66666666667,2894.07407407407,-3560.59259259259
1653406957703_ho38m,-0.5,,,
1653407503040_ugkmf,-0.5,,,
1653407559469_clzno,0.5,20209.75,5622.37037037037,-14587.3796296296
1653407827449_yzypd,-0.5,,,
1653407863773_1f4jq,0.5,9721.75,2511.30769230769,-7210.44230769231
1653408380925_w2qzr,-0.5,,,
1653408498581_nrqm9,-0.5,,,
1653408649117_3bz6g,0.5,4180.66666666667,3586.11538461539,-594.551282051282
1653409255241_is890,0.5,6273.66666666667,2914.83333333333,-3358.83333333333
1653409589786_jy5vo,0.5,3794.25,1081.17857142857,-2713.07142857143
1653409672900_eq3y5,-0.5,,,
1653409931523_p1tj5,0.5,8341,401.964285714286,-7939.03571428572
1653409969979_mdkgs,0.5,7235.5,3252.14285714286,-3983.35714285714
1653410543059_iz98z,-0.5,,,
1653410574380_e95ug,0.5,11995,6492.08,-5502.92
1653410663954_feqaz,-0.5,,,
1653410983161_7796s,-0.5,,,
1653411049545_r0yhx,-0.5,,,
1653411348330_uc3mn,-0.5,,,
1653411421741_5ev2j,-0.5,,,
1653411824658_mpi2k,0.5,4299,8213.03333333333,3914.03333333333
1653412721680_0saal,0.5,5901.83333333333,3428.72,-2473.11333333333
1653413081176_gqsef,0.5,16092.5,9259.53571428571,-6832.96428571429
1653413766326_ma2cm,-0.5,,,
1653413843788_0b9cj,0.5,7004.2,6675.42307692308,-328.776923076923
1653414158823_b9hlk,-0.5,,,
1653414432752_jphz1,-0.5,,,
1653414804677_q0n7l,-0.5,,,
1653415220296_hwea3,0.5,6740.83333333333,6446.86956521739,-293.963768115942
1653415288966_zvzxk,0.5,3421.25,3754.96153846154,333.711538461539
1653416141428_lqrrj,-0.5,,,
1653416871874_cx1k6,0.5,7257.8,7366.07692307692,108.276923076923
1653417202234_jcj6f,0.5,2964.83333333333,345.6,-2619.23333333333
1653417434782_pco28,0.5,9702,2413.89285714286,-7288.10714285714
1653417502517_w1mqx,0.5,3336.6,4151.96153846154,815.361538461538
1653417928939_5y2eu,-0.5,,,
1653418271558_gve85,0.5,2489.5,2974.53846153846,485.038461538461
1653418271881_179d7,-0.5,,,
1653418354764_b30qy,-0.5,,,
1653419288869_gnhgz,-0.5,,,
1653419322996_03vbq,0.5,9395.71428571429,10876.32,1480.60571428571
1653419876089_8nqsa,0.5,1667,3323.37931034483,1656.37931034483
1653420050742_o7jlm,0.5,4882.83333333333,3394.41666666667,-1488.41666666667
1653420055657_6q870,-0.5,,,
1653420783023_msqwo,0.5,2654.75,2225.33333333333,-429.416666666667
1653420980083_v1syl,0.5,6484.2,3965,-2519.2
1653421446891_nd7ks,-0.5,,,
1653421506024_qhb65,0.5,10966.3333333333,3420.22222222222,-7546.11111111111
1653421644402_l5yfs,-0.5,,,
1653421708948_fqezn,0.5,15120.6666666667,5390.55172413793,-9730.11494252873
1653421797068_kwohd,0.5,9157.75,8279.79166666667,-877.958333333334
1653421958668_9vsi9,0.5,3611.5,2185.71428571429,-1425.78571428571
1653422545612_uwphn,-0.5,,,
1653422637104_xonvn,-0.5,,,
1653423323160_6lq0t,-0.5,,,
1653423837925_mqmqf,0.5,9644.8,4646.92307692308,-4997.87692307692
1653424145491_yct6p,0.5,456.4,245.153846153846,-211.246153846154
1653424371574_af0dw,0.5,421,418.521739130435,-2.47826086956519
1653426722706_9lnn9,0.5,15054,15594.8181818182,540.818181818182
1653427633864_s7h97,-0.5,,,
1653428039543_qhq3y,-0.5,,,
1653428227258_nggbg,0.5,6485.5,3687.8275862069,-2797.6724137931
1653429070322_1uh20,-0.5,,,
1653429092868_ewl8j,-0.5,,,
1653429289744_pk2hf,0.5,3893.6,1883.03846153846,-2010.56153846154
1653429396245_oucm0,-0.5,,,
1653429495903_mo83s,-0.5,,,
1653429506285_4zyct,-0.5,,,
1653429721143_o95wa,-0.5,,,
1653430124642_deg3g,0.5,8966.2,4704.08,-4262.12
1653430166194_heojs,-0.5,,,
1653432564766_kqb8e,-0.5,,,
1653432674850_5s0lb,-0.5,,,
1653433957332_bayvr,0.5,3201.66666666667,2222.08333333333,-979.583333333333
1653434083510_o5ehi,0.5,8467,3545.80769230769,-4921.19230769231
1653434335975_ffpxh,-0.5,,,
1653434338616_1g89b,-0.5,,,
1653434593970_enqyl,-0.5,,,
1653435015992_lqueb,-0.5,,,
1653435253330_bur3x,0.5,4300.5,6517.07407407407,2216.57407407407
1653435442723_2597e,-0.5,,,
1653435631399_zr99i,0.5,7744.6,8636.5,891.9
1653435757371_s3udv,-0.5,,,
1653436026839_6l66y,0.5,7914,4580.03703703704,-3333.96296296296
1653436604265_w2p02,0.5,6855.66666666667,3479.77777777778,-3375.88888888889
1653437561912_en482,0.5,7841.66666666667,6560.4,-1281.26666666667
1653438106155_mu6od,0.5,7284,6080.56666666667,-1203.43333333333
1653439089665_481td,-0.5,,,
1653439110631_hic4j,0.5,8062,8023,-39
1653439666632_m2jh6,0.5,6241.25,3887.66666666667,-2353.58333333333
1653440068428_y8imt,0.5,4639.4,5289.41666666667,650.016666666667
1653440418222_m0ue2,0.5,1837,3175.23076923077,1338.23076923077
1653441180099_4m6ad,-0.5,,,
1653441281690_mohx6,0.5,4647.8,6035.30434782609,1387.50434782609
1653441617861_9er99,0.5,16060.75,7721.82608695652,-8338.92391304348
1653441977637_jsub4,0.5,7072,7475.15384615385,403.153846153846
1653442068751_922va,-0.5,,,
1653442125879_cpkk2,0.5,4392.8,1940.5,-2452.3
1653443135195_42cgc,-0.5,,,
1653444996664_csgv8,-0.5,,,
1653445006651_4gje7,0.5,7265,3982.07142857143,-3282.92857142857
1653446383783_httg1,0.5,7345,348.72,-6996.28
1653447072348_c7ogi,0.5,2861,4090.89285714286,1229.89285714286
1653447604941_v07hj,0.5,6970.75,5234.6,-1736.15
1653447998441_sa8xk,0.5,5859.66666666667,3272,-2587.66666666667
1653448255660_rdrqn,0.5,1,84.15,83.15
1653449272955_27zna,-0.5,,,
1653449434644_p9sko,0.5,2585,4226.20689655172,1641.20689655172
1653449783698_rm1z6,0.5,4083,1701.14814814815,-2381.85185185185
1653450284530_jkxbr,0.5,4034.5,1845.91666666667,-2188.58333333333
1653451735346_2akt9,-0.5,,,
1653451825502_zh3mc,-0.5,,,
1653452371624_wamhq,0.5,8521.33333333334,7783.53571428572,-737.797619047619
1653452457790_jzp9y,-0.5,,,
1653452616629_no3wh,0.5,1822,1446.84615384615,-375.153846153846
1653455150041_kx7i5,0.5,8327.5,6911.33333333333,-1416.16666666667
1653455560920_njjea,0.5,11338,3193.03846153846,-8144.96153846154
1653456817060_2ncaj,0.5,5557,4176.34615384615,-1380.65384615385
1653457482190_j81n1,-0.5,,,
1653457526228_fc2yh,0.5,4108.5,3698.12,-410.38
1653458494748_wb6s1,0.5,1427.5,1998.46153846154,570.961538461539
1653466549508_jf7mb,0.5,3084,2684.57692307692,-399.423076923077
1653472093735_s6frg,0.5,7807,6931.2962962963,-875.703703703704
