user_id,condition,first15,remaining,dwell_diff
1642741162347_4r0si,0.5,3624,244.357142857143,-3379.64285714286
1653780036733_o1ogi,0.5,8884.75,6700.86363636364,-2183.88636363636
1653780079354_gg09c,0.5,,4153.95833333333,
1653780092911_833rh,0.5,6668,782.961538461538,-5885.03846153846
1653780141504_btxvf,0.5,1868,2372.52173913044,504.521739130435
1653780146771_jbje7,0.5,4395.5,4972.91666666667,577.416666666667
1653780153712_k5h8s,0.5,16975,5134,-11841
1653780159694_oyr3u,-0.5,,,
1653780169035_f9ezn,-0.5,,,
1653780189769_9iksy,0.5,,4461.90909090909,
1653780331895_hwz2p,0.5,6392.33333333333,5000.77777777778,-1391.55555555556
1653780717730_gscfv,0.5,3101.66666666667,2508.07692307692,-593.589743589744
1653781345686_qalue,0.5,5029.66666666667,3784.4,-1245.26666666667
1653781419392_316hc,-0.5,,,
1653782922274_cf42h,0.5,11327.75,7375.78260869565,-3951.96739130435
1653866384170_6gho3,0.5,,374.888888888889,
1653866392587_c31cx,-0.5,,,
1653866399389_b3bny,0.5,932.333333333333,450.172413793103,-482.16091954023
1653866406128_j3gkg,0.5,7762.6,7396.86363636364,-365.736363636364
1653866419438_qarig,0.5,2802,1641.47826086957,-1160.52173913043
1653866426194_b4dyr,-0.5,,,
1653866431673_ifby3,0.5,,2289.60714285714,
1653866441646_0o88u,0.5,5702.2,969.153846153846,-4733.04615384615
1653866444246_fcef5,-0.5,,,
1653866445280_3g6gx,-0.5,,,
1653866448569_zfan5,-0.5,,,
1653866458391_teni0,0.5,4279.5,2743.16,-1536.34
1653866465140_ax9wt,-0.5,,,
1653866467167_udns8,0.5,,3169,
1653866476660_tygyp,0.5,,1262.77777777778,
1653866482358_ipjft,0.5,5969,1960.44444444444,-4008.55555555556
1653866485287_mwo5p,-0.5,,,
1653866522323_1eji7,0.5,,9347.125,
1653866525435_820sm,0.5,,475.928571428571,
1653866543113_g55yt,0.5,,2201.05,
1653866554471_abkvq,0.5,3224.5,353.08,-2871.42
1653866561676_83gz8,0.5,,4902,
1653866582939_2l8xa,0.5,2208,2404.5,196.5
1653866612156_fp78m,0.5,,5350,
1653866650107_lymrl,0.5,7025.75,8140.56,1114.81
1653866701762_045up,-0.5,,,
1653866717329_s9y21,0.5,,2600.05555555556,
1653866749527_v5om1,-0.5,,,
1653866821529_nhann,0.5,998.25,570.92,-427.33
1653866826153_lel4v,0.5,175,2053.85714285714,1878.85714285714
1653866918865_o0zm9,0.5,3783.6,1900.52173913043,-1883.07826086957
1653866954873_y0vx4,-0.5,,,
1653867035045_bfu8i,0.5,,1149,
1653867091002_to4hm,0.5,,2771.09090909091,
1653867239940_7ek6t,0.5,2898,1911.03571428571,-986.964285714286
1653867246504_m1nz0,-0.5,,,
1653867269480_0ihgw,0.5,,7382.16,
1653867324486_snguf,-0.5,,,
1653867359294_am607,-0.5,,,
1653867377518_jst5t,0.5,4409,2704,-1705
1653867435284_tby2m,-0.5,,,
1653867468434_kcwde,0.5,4324.4,880.090909090909,-3444.30909090909
1653867600633_pmutb,-0.5,,,
