user_id,engage_firstheadline,condition
1654021609926_xtofe,0,-0.5
1654021621218_889tr,1,0.5
1654021675907_m8pc5,1,-0.5
1654021678800_lc699,1,-0.5
1654021713627_h7qmk,1,0.5
1654021739024_1o3nx,0,0.5
1654021754228_mo3s1,1,0.5
1654021790240_tv2sy,0,0.5
1654021810235_os422,0,0.5
1654021819060_vkyo4,1,0.5
1654021857170_975iz,1,-0.5
1654021857807_9aut8,1,0.5
1654021859493_aa5jr,1,-0.5
1654021876408_43ck8,2,0.5
1654021888615_qo24n,1,-0.5
1654021899462_m9lm2,1,-0.5
1654022000922_2mshr,0,-0.5
1654022008651_dq4c0,0,-0.5
1654022023624_z7tff,0,0.5
1654022098038_zl3rr,0,-0.5
1654022149733_loqvt,1,0.5
1654022211572_rt4xq,0,-0.5
1654022228250_d999z,0,-0.5
1654022258257_y4u2t,0,-0.5
1654022269056_0ocsy,0,0.5
1654022281366_xwys6,0,0.5
1654022366618_whcji,0,-0.5
1654022430819_kiye6,1,0.5
1654022465330_px359,0,0.5
1654022481722_tivlo,1,-0.5
1654022505008_68f6c,3,0.5
1654022545296_20zru,0,0.5
1654022563388_ohfzi,1,-0.5
1654022563765_qn00t,0,-0.5
1654022597487_ae9jy,0,-0.5
1654022700290_8fok0,0,0.5
1654022803889_nrz11,1,-0.5
1654022810330_g49rb,0,-0.5
1654022840452_dbo9m,1,-0.5
1654022861941_70ksw,0,0.5
1654022902371_gitzs,0,-0.5
1654022912885_jpjxo,0,-0.5
1654022939454_9n0sh,3,-0.5
1654022994129_5ghds,0,-0.5
1654023051947_8kcbx,1,-0.5
1654023083854_czjfh,0,0.5
1654023099587_667j3,1,0.5
1654023149926_qudl6,1,-0.5
1654023152682_wim1m,1,0.5
1654023169714_knti9,1,0.5
1654023215937_pfrqx,1,-0.5
1654023225179_u1a5d,1,0.5
1654023257547_96jfg,0,-0.5
1654023342646_ltc8i,1,-0.5
1654023349857_vqdre,0,0.5
1654023357170_no6pw,1,0.5
1654023382175_uf3ez,0,0.5
1654023395028_vdjn3,1,-0.5
1654023427143_sntuf,0,-0.5
1654023433442_8nrj3,0,-0.5
1654023439279_y0frz,3,-0.5
1654023448506_0ueon,0,-0.5
1654023524754_rle6x,0,0.5
1654023599459_hwgdc,1,0.5
1654023669872_l4hn6,0,0.5
1654023709395_p0bs2,1,0.5
1654023718431_8fjap,0,0.5
1654023807842_ifr52,0,-0.5
1654023826747_wp6ni,0,0.5
1654023833728_puic3,0,0.5
1654023852537_mhezo,0,0.5
1654023897817_z5nl8,0,0.5
1654023949137_ljbm5,0,0.5
1654023952610_g2foi,0,-0.5
1654024025592_odyge,0,0.5
1654024045221_qsvav,0,0.5
1654024100983_3szg3,0,-0.5
1654024118549_tu2c7,1,0.5
1654024139239_0r8rj,1,-0.5
1654024148440_mbcki,0,-0.5
1654024180269_lyffz,0,0.5
1654024192674_ghgk3,0,0.5
1654024267050_8s2o1,1,0.5
1654024289550_c6d67,1,-0.5
1654024522177_62nol,1,0.5
1654024541299_zotza,0,0.5
1654024541540_eiwj1,1,-0.5
1654024712836_kcrx7,0,-0.5
1654024720147_vmvpk,1,0.5
1654024760389_vfre3,1,0.5
1654024787088_p76vn,1,-0.5
1654024920365_0ycke,0,-0.5
1654024925894_qzk3u,0,-0.5
1654024989841_sq9f7,1,0.5
1654024998396_kcobj,0,-0.5
1654025015397_d8w1z,0,0.5
1654025063293_7tkzx,0,0.5
1654025070743_rea29,0,-0.5
1654025079991_turle,0,0.5
1654025091411_ez441,0,0.5
1654025118210_nll83,1,-0.5
1654025119995_70h4t,1,-0.5
1654025151282_irfwb,2,-0.5
1654025201487_iceuz,0,-0.5
1654025203095_mfp9b,0,0.5
1654025222813_hh8p5,0,0.5
1654025226488_5gnbh,0,-0.5
1654025253348_t1qc6,1,-0.5
1654025397898_kgzty,0,0.5
1654025460463_pg3ag,0,0.5
1654025605234_10do8,1,0.5
1654026086046_grhhz,1,-0.5
1654026124661_w256k,0,0.5
1654026162458_h2kno,0,0.5
1654026196293_3jhbl,0,-0.5
1654026227572_z0qaj,1,0.5
1654026280616_fbjot,2,-0.5
1654026358166_onwne,1,-0.5
1654026759125_251nx,0,0.5
1654026779149_imnpl,0,0.5
1654026864770_20nkk,0,0.5
1654027022005_w3017,1,0.5
1654028136193_k15k4,0,-0.5
1654028187123_m6zcw,1,0.5
1654028344057_jj8v8,1,0.5
1654028443863_2a4n5,0,-0.5
1654028464672_fc4bx,1,-0.5
1654028507451_e5yxs,0,-0.5
1654029231339_jkr6n,1,-0.5
1654029546660_qqkui,0,-0.5
1654035243630_vw4gd,1,0.5
1654036406474_cwrny,2,-0.5
1654136849316_d9otf,0,-0.5
1654136862009_u8bxg,0,-0.5
1654136979628_m9qo3,1,0.5
1654137006180_9fun5,2,0.5
1654137016096_yzeoy,3,-0.5
1654137020656_778rh,1,0.5
1654137156077_nw89t,1,-0.5
1654137218556_6ka6i,0,0.5
1654137225478_hpaw3,2,0.5
1654137317094_mjnwu,0,0.5
1654137396189_jfmhp,1,-0.5
1654137472554_ti64u,0,0.5
1654137496712_gg2x4,1,0.5
1654137537055_xr616,0,-0.5
1654137564794_sqv2n,1,0.5
1654137590623_kdsl8,0,0.5
1654137633090_fa6sp,1,0.5
1654137854604_q1rv4,0,0.5
1654137985542_uhacj,2,0.5
1654138107298_83zgg,0,-0.5
1654138129887_5y10r,1,-0.5
1654138183223_ip8mg,0,-0.5
1654138190328_nybg3,0,-0.5
1654138248848_753hp,0,0.5
1654138424516_gzeui,0,0.5
1654138683382_rv3lw,0,0.5
1654138886541_oqoy1,1,-0.5
1654139071983_mghep,1,0.5
1654139116350_b2uys,1,-0.5
1654139765235_faify,0,0.5
1654139817351_l278p,0,0.5
1654139975498_a5j5c,1,-0.5
1654139987359_8qrbz,0,-0.5
1654140038486_vsybj,0,-0.5
1654140080350_myl2v,0,0.5
1654140094756_r46je,0,0.5
1654140122695_1ae1z,0,-0.5
1654140431647_9qgp6,1,-0.5
