user_id,b0,b1
1642741162347_4r0si,0.0274774250864446,-0.000451572837537674
1653780036733_o1ogi,0.472877240299571,-0.00340879539535687
1653780079354_gg09c,0.740348829338228,-0.00804711524954499
1653780092911_833rh,0.0225293693360797,-0.000347850151194459
1653780141504_btxvf,0.0204087215483371,-0.000357145955295631
1653780146771_jbje7,-0.0143942857664786,0.00214096451056519
1653780189769_9iksy,0.64975948184427,-0.00718882791256422
1653780331895_hwz2p,0.0210473022900196,-0.000356108211454736
1653780717730_gscfv,0.28917669488678,-0.00389353947978848
1653781345686_qalue,0.0233109197261184,0.00020792171766643
1653782922274_cf42h,0.0223792694910254,-0.000380798416819227
1653866384170_6gho3,1.14535827108745,-0.00844474349096577
1653866386978_9ixpt,0.978525663900353,0.00404258425677407
1653866399389_b3bny,0.024248777302892,-0.000406130554128835
1653866406128_j3gkg,0.22608386692687,-0.00203628074410386
1653866419438_qarig,0.620179079213339,-0.00775000580591216
1653866431673_ifby3,0.46703245182436,-0.00547019039458989
1653866441646_0o88u,0.0216255476526353,-0.000390334903077332
1653866458391_teni0,0.12679769936203,-0.00123142670873924
1653866467167_udns8,1.15080195494112,-0.00385865963977939
1653866476660_tygyp,1.23070913159187,-0.0140871959028974
1653866522323_1eji7,0.802024868127003,-0.00767454900169614
1653866525435_820sm,1.0112257803226,-0.00778174967438842
1653866543113_g55yt,0.909700785281236,-0.0100730815870877
1653866554471_abkvq,0.0231125655624769,-0.00037845779240936
1653866561676_83gz8,0.974930649934986,-0.00159654949165552
1653866582939_2l8xa,0.104228485697202,-0.00161062932412585
1653866612156_fp78m,0.969528491157698,-0.000277191481170928
1653866650107_lymrl,0.0236369863215847,0.000190807648264585
1653866717329_s9y21,0.822885612356672,-0.00828525441570066
1653866821529_nhann,0.0338879413497202,5.70524311486599e-06
1653866918865_o0zm9,0.185135715224774,-0.00200563793719926
1653867035045_bfu8i,1.04106663323966,-0.00171081274897389
1653867091002_to4hm,0.943874458882424,-0.00719769396930603
1653867239940_7ek6t,0.0251200527195268,-0.000410863162637642
1653867269480_0ihgw,0.536093605780507,-0.0066806539620811
1653867377518_jst5t,0.636576737237572,-0.00653922690921766
1653867468434_kcwde,0.224176488138298,-0.00217137841367746
1653867472167_c43qc,1.00237985459079,0.000297296476193285
1653867649374_kojqj,1.24492373007895,0.00430816308961607
1653867690418_o0n1y,0.267669983980747,-0.00342788714854071
1653867710649_bm11x,0.387660358748539,-0.00481353584156352
1653867758730_87e9o,0.0209608793114847,-0.000338335099038835
1653867836172_qfsye,0.0302406005248934,-0.000470994195248754
1653867848429_wjo1p,0.987257736464266,0.000604498598587489
1653867943427_lg3lv,0.244506404606982,-0.00254323598072559
1653868058734_x4zo7,0.0317015388283046,-0.000464805140745554
1653868141466_kid1h,1.03647852386854,-0.011278789563474
1653868178731_2enm5,1.0337226521068,-0.00177387142231399
1653868277602_3mp4l,0.0229209924868339,-0.000347512277215676
1653868357483_mc1lj,1.14649336041422,0.00034813797902793
1653868502469_mz03l,0.336497104536437,-0.00428730710981745
1653868675715_7cx1f,1.44971798314587,-0.0145016487827996
1653868775109_tymnq,0.715407041766883,-0.00414043970480254
1653868776628_x453e,0.248156711001146,-0.00306856399303889
1653868804284_g9yls,0.459488100763544,-0.00554771958305796
1653868817760_itaat,0.19243246205453,-0.00223395378197088
1653868966661_0hva5,0.0242292889847224,-0.000380400423894642
1653868991079_qk7pv,0.0294446409401819,-0.000450553717747491
1653869005888_9qmc0,0.0230784457904511,-0.000393698172687503
1653869041296_95v73,1.13056825286269,-0.00213789461048622
1653869178181_v1qke,0.0214292083818053,-0.000371933802544733
1653869223291_k6ky8,0.230008411465146,-0.00214952990181841
1653869226730_f0ewc,0.0229298560983824,-0.000393221112488136
1653869260810_955vi,1.81578030047747,-0.0112521146732997
1653869444195_sdccu,-0.0120286385039449,0.000968393327213531
1653869505392_g58yj,0.0217028824043764,-0.000350391020280039
1653869518712_0yo8z,1.37543692038136,-0.00492102461865182
1653869583104_vfzue,0.0230592595912126,-0.000410322029232383
1653869684035_g723t,0.340281477255595,-0.00447504089609037
1653869708804_2j7ur,0.492032483113278,-0.00609118356505067
1653869764106_qk47e,0.707084186442464,-0.00935064910613838
