user_id,b0,b1
1651266713669_4rjfd,9.06925213376544,-0.00634206673512218
1651266714825_dg03x,9.02953847333775,-0.00591403892707826
1651266768224_ik0xd,7.93295397608441,-0.00264903788615066
1651267028213_uqb59,7.63472762753028,-0.00910611473882263
1651511960177_s5g4r,9.22296048842029,-0.0239653598520754
1651511980393_aowof,9.59230740554161,-0.00218941042302479
1651511997007_swtqi,6.14162535197877,-0.0257058638761402
1651512010799_gz3iy,9.21802845648461,-0.00287335710276045
1651512050061_al18t,6.54749399861212,-0.00600374369394484
1651512071559_wrgrn,7.60673531123478,-0.0134726503455127
1651512078498_7on37,9.80889434635116,-0.074720363725524
1651512111158_7upx7,9.3697353301758,0.000579724259940166
1651512137314_s2xus,8.43994779710615,-0.012180281957247
1651512175264_lyp5m,7.91297374120716,0.00307657211304382
1651512191471_3rm0p,7.32317317033907,-0.000858506694123538
1651512274788_af3qo,8.20657561855355,-0.0137437354388811
1651512295564_9bub0,4.83961962758067,-0.0338311545584046
1651512364320_o82dr,8.69937931546051,-0.0108089336996531
1651512437878_2glg1,8.92217892610194,-0.00767079150406655
1651512518943_8masg,7.88705730075317,-0.0626945286644792
1651512528420_4te59,8.34820889777581,-0.0134059988673029
1651512544045_4e442,8.37497817472863,0.00337697171726027
1651512610351_g9pt3,5.82595013864545,0.0155259579241205
1651512616340_esi6r,7.48910169464376,-0.0232956679902152
1651512630153_xyi99,9.34716400364186,-0.00246846840951712
1651512652630_w6dvp,9.00805502494007,-0.00916552871083036
1651512739156_yvk5k,6.96862590963997,-0.0527258108745537
1651512788954_7gwfo,7.91570523572125,-0.0215357522731625
1651512793420_62mjh,9.22267385955887,-0.00327336989780703
1651512882260_e64xj,7.98065379800409,0.00448842409474201
1651512962914_u9rdr,9.44018136428654,-0.0267005262346631
1651512989240_wr923,8.8032778419333,-0.0185489264082108
1651513007829_6fa87,8.35595825426339,-0.00442607300617541
1651513161188_vuhoo,8.1077866467491,-0.0415286043899306
1651513535779_l0w53,8.83018883217974,-0.00865166210590589
1651514062829_fjrfi,8.96364819850251,-0.0139944034032846
1651514178175_qqrm8,7.13630488151964,-0.00749107477360311
1651514190929_7ix74,8.58287410440026,-0.0058957130491118
1651514212604_62dey,8.48485685206926,-0.0140646079530205
1651514557934_7zuaj,6.3275677743801,-0.00675344906145524
1651514663349_m7cxm,6.83615853424438,-0.0227055690159279
1651514799965_904o3,7.18336526052253,0.000411150928583872
1651514807147_1kzmo,8.90947539711082,-0.00347301959885913
1651515022981_lg0r5,8.95627695382365,-0.0158612034148183
1651515026260_d03kx,8.33072179947965,0.00129000085816752
1651515194751_g1hnv,8.21462094267395,-0.00666343730953713
1651515621208_dwe6f,7.08371390441257,0.00561772318269168
1651515686021_xrs8d,9.09481832893448,-0.0166636898147631
